batch_id,plant,line,planned_qty,actual_qty,good_qty,rejected_qty,downtime_minutes,supplier_risk_score,machine_age_years,machine_criticality,shift,part_category,supplier_region,defect_risk_flag
BATCH_00767,Nashik,Line_D,1223,1171,1150,21,35,0.54,6,Medium,B,Brake,South,1
BATCH_00768,Nashik,Line_C,948,900,886,14,39,0.33,3,High,A,Transmission,South,1
BATCH_00769,Chakan,Line_A,1270,1170,1125,45,45,0.16,10,Low,C,Transmission,East,1
BATCH_00770,Chakan,Line_C,730,748,727,21,33,0.09,11,Medium,A,Brake,South,0
BATCH_00771,Chakan,Line_A,934,674,634,40,35,0.34,10,Medium,A,Engine,North,0
BATCH_00772,Chakan,Line_B,1007,947,849,98,34,0.73,5,High,C,Electronics,East,1
BATCH_00773,Bangalore,Line_B,865,720,679,41,35,0.28,7,High,C,Electronics,West,1
BATCH_00774,Nashik,Line_D,961,1001,960,41,41,0.2,6,Medium,C,Transmission,West,0
BATCH_00775,Nashik,Line_D,914,836,785,51,31,0.43,7,Low,C,Axle,South,1
BATCH_00776,Nashik,Line_B,722,570,530,40,32,0.21,10,Medium,C,Electronics,East,1
BATCH_00777,Bangalore,Line_B,748,679,649,30,28,0.25,1,Medium,B,Engine,North,0
BATCH_00778,Bangalore,Line_C,1057,1040,1011,29,33,0.28,8,Medium,C,Brake,South,1
BATCH_00779,Bangalore,Line_D,1148,1170,1128,42,24,0.43,9,Low,B,Brake,West,0
BATCH_00780,Nashik,Line_D,1197,1029,974,55,42,0.33,7,High,C,Axle,West,1
BATCH_00781,Bangalore,Line_D,1067,1108,1046,62,30,0.02,6,Medium,C,Brake,East,0
BATCH_00782,Nashik,Line_D,877,652,636,16,31,0.33,8,Medium,A,Engine,South,0
BATCH_00783,Chakan,Line_B,1288,1007,952,55,34,0.24,1,High,B,Electronics,South,1
BATCH_00784,Chakan,Line_D,1103,816,785,31,35,0.44,1,High,A,Axle,East,1
BATCH_00785,Chakan,Line_B,830,677,652,25,47,0.39,7,Medium,C,Transmission,South,1
BATCH_00786,Nashik,Line_D,718,681,648,33,40,0.18,2,Low,B,Transmission,South,0
BATCH_00787,Nashik,Line_C,1091,1050,977,73,37,0.45,9,Medium,C,Electronics,East,1
BATCH_00788,Bangalore,Line_C,1297,1118,1052,66,32,0.44,5,Low,C,Engine,North,1
BATCH_00789,Bangalore,Line_D,964,997,964,33,28,0.17,2,Low,A,Brake,North,0
BATCH_00790,Nashik,Line_D,1250,1001,970,31,37,0.03,8,Medium,A,Axle,West,0
BATCH_00791,Nashik,Line_B,1133,1171,1143,28,32,0.44,4,High,B,Axle,North,1
BATCH_00792,Nashik,Line_A,1106,866,851,15,40,0.18,8,High,A,Brake,West,1
BATCH_00793,Nashik,Line_D,906,764,740,24,30,0.48,1,Low,A,Transmission,West,0
BATCH_00794,Nashik,Line_C,1054,781,765,16,33,0.16,2,High,B,Transmission,South,0
BATCH_00795,Nashik,Line_B,1083,864,834,30,37,0.06,10,High,C,Brake,East,1
BATCH_00796,Bangalore,Line_C,918,715,692,23,36,0.35,10,Medium,B,Transmission,East,0
BATCH_00797,Nashik,Line_B,814,781,732,49,31,0.58,7,Low,B,Engine,West,1
BATCH_00798,Chakan,Line_D,876,901,886,15,25,0.13,6,High,A,Brake,North,1
BATCH_00799,Bangalore,Line_D,865,710,681,29,28,0.26,11,Medium,A,Engine,West,0
BATCH_00800,Bangalore,Line_B,1217,1213,1163,50,31,0.08,10,Medium,B,Electronics,South,0
BATCH_00801,Bangalore,Line_D,989,1016,967,49,37,0.21,6,Medium,C,Electronics,East,0
BATCH_00802,Nashik,Line_D,1202,1003,940,63,29,0.4,8,Low,C,Brake,North,1
BATCH_00803,Nashik,Line_A,1243,965,932,33,28,0.3,4,Low,A,Axle,West,0
BATCH_00804,Nashik,Line_A,713,682,644,38,27,0.32,3,Low,B,Engine,West,0
BATCH_00805,Chakan,Line_B,1221,1087,1057,30,36,0.25,4,High,A,Axle,East,1
BATCH_00806,Nashik,Line_D,1045,788,769,19,31,0.24,9,High,B,Electronics,South,1
BATCH_00807,Chakan,Line_A,1155,901,862,39,47,0.2,10,High,B,Axle,South,1
BATCH_00808,Chakan,Line_C,707,738,722,16,35,0.59,4,Medium,C,Axle,East,1
BATCH_00809,Bangalore,Line_B,1267,1159,1098,61,41,0.47,8,High,B,Engine,South,1
BATCH_00810,Bangalore,Line_C,897,833,819,14,35,0.27,6,High,B,Brake,East,1
BATCH_00811,Bangalore,Line_A,860,885,837,48,38,0.22,9,Medium,B,Electronics,West,0
BATCH_00812,Chakan,Line_B,1168,1086,1046,40,43,0.32,9,High,A,Transmission,North,1
BATCH_00813,Nashik,Line_A,935,912,860,52,35,0.3,8,High,C,Transmission,South,1
BATCH_00814,Chakan,Line_D,982,829,785,44,37,0.44,7,Low,C,Transmission,North,1
BATCH_00815,Nashik,Line_D,1246,972,924,48,34,0.62,2,Medium,B,Brake,West,0
BATCH_00816,Nashik,Line_A,764,556,540,16,43,0.44,8,Low,B,Brake,South,1
BATCH_00817,Nashik,Line_C,762,721,698,23,30,0.59,3,Low,B,Axle,South,0
BATCH_00818,Nashik,Line_A,1255,985,955,30,36,0.22,9,High,B,Electronics,East,1
BATCH_00819,Nashik,Line_A,1156,1099,1060,39,33,0.33,9,Medium,A,Engine,South,0
BATCH_00820,Chakan,Line_C,833,839,796,43,44,0.58,3,Low,B,Engine,North,1
BATCH_00821,Bangalore,Line_D,855,760,725,35,30,0.35,11,High,B,Brake,North,1
BATCH_00822,Bangalore,Line_C,950,715,667,48,32,0.41,2,High,C,Brake,North,1
BATCH_00823,Nashik,Line_C,892,776,741,35,37,0.81,3,Low,B,Engine,North,1
BATCH_00824,Bangalore,Line_D,868,878,842,36,35,0.34,5,High,B,Transmission,North,1
BATCH_00825,Bangalore,Line_B,881,797,755,42,37,0.15,11,Medium,C,Brake,East,1
BATCH_00826,Bangalore,Line_D,1260,1190,1146,44,29,0.36,10,High,A,Axle,East,1
BATCH_00827,Bangalore,Line_B,1181,949,916,33,25,0.36,9,High,B,Transmission,South,1
BATCH_00828,Nashik,Line_B,829,854,831,23,33,0.32,7,Medium,B,Engine,West,0
BATCH_00829,Nashik,Line_A,1081,882,836,46,34,0.27,1,High,B,Engine,North,1
BATCH_00830,Nashik,Line_B,1220,954,915,39,26,0.57,2,High,A,Electronics,East,1
BATCH_00831,Bangalore,Line_B,1001,790,762,28,41,0.21,10,High,B,Axle,North,1
BATCH_00832,Bangalore,Line_A,865,906,888,18,30,0.39,2,Low,C,Transmission,South,0
BATCH_00833,Bangalore,Line_B,786,809,765,44,37,0.38,8,Low,A,Engine,East,0
BATCH_00834,Chakan,Line_B,716,540,508,32,32,0.12,8,Medium,A,Engine,North,0
BATCH_00835,Bangalore,Line_D,922,740,733,7,31,0.44,2,High,B,Brake,West,1
BATCH_00836,Nashik,Line_C,825,699,689,10,44,0.2,8,Medium,A,Transmission,East,0
BATCH_00837,Chakan,Line_B,1113,943,876,67,35,0.38,2,Low,C,Electronics,South,0
BATCH_00838,Bangalore,Line_A,1106,1147,1088,59,42,0.18,3,Low,C,Engine,North,0
BATCH_00839,Bangalore,Line_A,867,874,857,17,42,0.01,8,Medium,A,Axle,South,0
BATCH_00840,Bangalore,Line_C,785,712,701,11,35,0.6,4,Medium,B,Brake,East,0
BATCH_00841,Bangalore,Line_A,707,568,545,23,30,0.29,10,High,B,Engine,North,1
BATCH_00842,Chakan,Line_A,1127,847,807,40,45,0.57,3,High,C,Engine,South,1
BATCH_00843,Nashik,Line_C,1087,902,863,39,30,0.44,2,Medium,A,Axle,East,0
BATCH_00844,Chakan,Line_B,971,766,756,10,31,0.09,9,High,A,Brake,South,1
BATCH_00845,Bangalore,Line_C,1289,937,899,38,25,0.26,3,High,A,Engine,North,1
BATCH_00846,Nashik,Line_B,732,716,671,45,38,0.28,3,Low,C,Brake,South,0
BATCH_00847,Chakan,Line_C,1066,884,855,29,42,0.27,3,Medium,A,Brake,West,0
BATCH_00848,Bangalore,Line_B,891,649,630,19,25,0.09,10,Medium,B,Engine,South,0
BATCH_00849,Nashik,Line_C,810,780,756,24,28,0.09,11,Medium,A,Brake,North,0
BATCH_00850,Nashik,Line_A,1129,818,796,22,40,0.56,1,Medium,B,Transmission,West,0
BATCH_00851,Chakan,Line_B,1137,846,827,19,38,0.35,7,Medium,A,Engine,West,0
BATCH_00852,Nashik,Line_A,1044,891,852,39,31,0.26,11,Medium,A,Axle,East,0
BATCH_00853,Chakan,Line_B,1199,989,948,41,54,0.74,8,Low,B,Axle,West,1
BATCH_00854,Chakan,Line_B,802,833,801,32,34,0.37,1,Medium,B,Electronics,East,0
BATCH_00855,Chakan,Line_C,1086,1011,982,29,36,0.32,8,Medium,B,Transmission,West,0
BATCH_00856,Nashik,Line_A,1114,938,903,35,34,0.06,10,Medium,B,Engine,South,0
BATCH_00857,Chakan,Line_D,1035,796,779,17,36,0.25,6,Medium,B,Brake,North,0
BATCH_00858,Nashik,Line_C,910,917,880,37,42,0.15,3,Medium,A,Electronics,East,0
BATCH_00859,Nashik,Line_B,742,537,525,12,30,0.2,7,Medium,A,Engine,North,0
BATCH_00860,Nashik,Line_A,1177,1139,1125,14,27,0.16,11,Medium,B,Brake,North,0
BATCH_00861,Nashik,Line_A,872,790,777,13,32,0.49,10,Medium,C,Axle,West,1
BATCH_00862,Nashik,Line_B,810,615,592,23,37,0.22,9,Medium,B,Brake,West,0
BATCH_00863,Bangalore,Line_C,938,911,858,53,43,0.38,4,Medium,C,Electronics,South,1
BATCH_00864,Bangalore,Line_C,757,664,623,41,28,0.33,10,Medium,C,Brake,South,1
BATCH_00865,Bangalore,Line_A,1288,1309,1271,38,39,0.61,7,Medium,C,Brake,East,1
BATCH_00866,Nashik,Line_A,1252,1177,1104,73,20,0.66,7,Medium,A,Brake,East,1
BATCH_00867,Bangalore,Line_D,814,760,715,45,43,0.67,10,High,A,Transmission,South,1
BATCH_00868,Chakan,Line_C,815,822,776,46,33,0.34,1,Medium,C,Transmission,North,0
BATCH_00869,Bangalore,Line_B,1150,1192,1172,20,39,0.34,4,Medium,B,Transmission,East,0
BATCH_00870,Bangalore,Line_D,770,755,706,49,40,0.15,11,High,B,Engine,North,1
BATCH_00871,Nashik,Line_D,795,575,557,18,38,0.44,3,Low,A,Brake,North,0
BATCH_00872,Bangalore,Line_D,875,871,859,12,41,0.28,3,Low,A,Axle,North,0
BATCH_00873,Bangalore,Line_D,888,650,623,27,34,0.21,5,Low,B,Electronics,West,0
BATCH_00874,Bangalore,Line_C,1000,924,894,30,29,0.26,5,Medium,B,Electronics,East,0
BATCH_00875,Bangalore,Line_C,905,926,884,42,30,0.65,9,Medium,B,Axle,North,1
BATCH_00876,Bangalore,Line_D,731,647,635,12,29,0.12,4,High,A,Transmission,West,0
BATCH_00877,Chakan,Line_D,832,684,636,48,22,0.26,3,Medium,C,Transmission,West,0
BATCH_00878,Nashik,Line_C,1234,918,883,35,29,0.24,8,Low,B,Brake,North,0
BATCH_00879,Chakan,Line_B,1183,986,928,58,31,0.61,3,High,C,Brake,West,1
BATCH_00880,Chakan,Line_D,813,686,655,31,31,0.21,4,Medium,A,Electronics,West,0
BATCH_00881,Bangalore,Line_B,1040,1085,1049,36,30,0.4,2,Medium,A,Axle,North,0
BATCH_00882,Chakan,Line_D,1198,1070,1057,13,34,0.31,1,Low,A,Axle,East,0
BATCH_00883,Bangalore,Line_B,921,719,685,34,35,0.68,1,Medium,B,Engine,West,1
BATCH_00884,Bangalore,Line_A,816,797,776,21,41,0.55,8,Medium,B,Brake,West,1
BATCH_00885,Nashik,Line_A,1140,854,833,21,35,0.57,6,Medium,A,Brake,South,1
BATCH_00886,Chakan,Line_C,862,719,696,23,31,0.49,9,Low,B,Electronics,North,1
BATCH_00887,Bangalore,Line_A,1234,1055,1019,36,33,0.32,2,High,A,Axle,North,1
BATCH_00888,Nashik,Line_B,1115,1152,1085,67,38,0.36,11,High,B,Engine,West,1
BATCH_00889,Nashik,Line_B,782,663,656,7,43,0.49,10,Medium,A,Transmission,North,1
BATCH_00890,Nashik,Line_D,898,737,719,18,33,0.37,3,High,A,Axle,East,1
BATCH_00891,Nashik,Line_B,773,705,676,29,34,0.19,4,Low,B,Brake,West,0
BATCH_00892,Chakan,Line_A,1001,865,838,27,42,0.14,2,Medium,B,Brake,South,0
BATCH_00893,Bangalore,Line_A,1220,1150,1128,22,26,0.25,2,Medium,A,Transmission,South,0
BATCH_00894,Nashik,Line_B,825,743,728,15,40,0.25,4,Medium,A,Axle,North,0
BATCH_00895,Chakan,Line_C,918,783,731,52,24,0.22,2,High,B,Electronics,South,0
BATCH_00896,Bangalore,Line_B,1135,1138,1111,27,44,0.25,6,Medium,A,Brake,West,0
BATCH_00897,Nashik,Line_B,870,781,749,32,47,0.47,3,Low,A,Engine,South,0
BATCH_00898,Nashik,Line_D,1094,968,939,29,32,0.61,2,Medium,B,Engine,East,0
BATCH_00899,Chakan,Line_B,1284,1265,1135,130,34,0.88,4,High,C,Transmission,East,1
BATCH_00900,Bangalore,Line_D,924,905,859,46,32,0.04,2,Medium,A,Engine,West,0
BATCH_00901,Chakan,Line_D,977,805,785,20,33,0.32,1,Medium,A,Axle,South,0
BATCH_00902,Bangalore,Line_D,984,715,684,31,31,0.3,9,High,B,Transmission,East,1
BATCH_00903,Chakan,Line_D,1033,903,875,28,25,0.12,6,High,B,Transmission,East,0
BATCH_00904,Bangalore,Line_B,1065,857,817,40,40,0.53,1,High,A,Electronics,East,1
BATCH_00905,Bangalore,Line_C,976,708,665,43,44,0.25,9,High,C,Transmission,South,1
BATCH_00906,Nashik,Line_B,970,1003,960,43,34,0.63,9,Medium,B,Axle,North,1
BATCH_00907,Nashik,Line_B,1079,967,908,59,34,0.44,6,Medium,A,Electronics,West,0
BATCH_00908,Bangalore,Line_A,1053,979,922,57,33,0.17,6,Medium,C,Axle,East,0
BATCH_00909,Bangalore,Line_C,745,670,630,40,25,0.17,4,Low,C,Brake,North,0
BATCH_00910,Bangalore,Line_B,1119,1169,1114,55,37,0.5,11,Medium,A,Engine,South,1
BATCH_00911,Chakan,Line_C,709,596,568,28,44,0.37,7,Low,C,Engine,West,1
BATCH_00912,Chakan,Line_A,785,743,730,13,34,0.4,6,Low,C,Transmission,West,1
BATCH_00913,Nashik,Line_D,973,958,938,20,46,0.33,7,Medium,B,Transmission,South,0
BATCH_00914,Chakan,Line_A,1120,1132,1097,35,36,0.46,2,Medium,C,Transmission,East,1
BATCH_00915,Nashik,Line_B,1299,1145,1072,73,28,0.68,11,Low,A,Transmission,East,1
BATCH_00916,Bangalore,Line_A,1297,1328,1265,63,36,0.52,5,Medium,B,Engine,East,0
BATCH_00917,Nashik,Line_C,835,848,793,55,31,0.26,11,High,C,Engine,South,1
BATCH_00918,Nashik,Line_A,845,712,696,16,35,0.44,3,Low,A,Axle,West,0
BATCH_00919,Bangalore,Line_D,1256,1028,1007,21,35,0.56,4,High,B,Transmission,East,1
BATCH_00920,Bangalore,Line_B,923,700,688,12,25,0.48,2,High,A,Brake,North,1
BATCH_00921,Bangalore,Line_C,810,649,628,21,25,0.56,6,Low,C,Axle,North,1
BATCH_00922,Nashik,Line_B,1287,1312,1252,60,31,0.48,8,Medium,A,Electronics,South,1
BATCH_00923,Bangalore,Line_C,1227,1219,1168,51,44,0.41,10,High,A,Axle,East,1
BATCH_00924,Chakan,Line_B,879,642,619,23,38,0.1,2,High,B,Brake,East,0
BATCH_00925,Bangalore,Line_A,1035,962,906,56,33,0.22,3,High,C,Transmission,West,1
BATCH_00926,Nashik,Line_C,1221,998,973,25,33,0.05,1,High,A,Axle,South,0
BATCH_00927,Bangalore,Line_B,879,696,662,34,36,0.64,5,Medium,B,Transmission,East,1
BATCH_00928,Chakan,Line_B,1164,949,902,47,38,0.12,7,Low,C,Transmission,West,0
BATCH_00929,Chakan,Line_D,1210,1005,989,16,34,0.56,9,Medium,B,Brake,North,1
BATCH_00930,Bangalore,Line_D,802,621,585,36,37,0.34,6,Medium,B,Engine,East,0
BATCH_00931,Bangalore,Line_A,953,996,961,35,33,0.52,3,Medium,B,Axle,North,0
BATCH_00932,Chakan,Line_C,1286,1303,1248,55,34,0.15,6,Low,A,Axle,East,0
BATCH_00933,Nashik,Line_C,1145,975,932,43,42,0.62,2,High,A,Transmission,North,1
BATCH_00934,Nashik,Line_B,945,913,893,20,32,0.34,3,Medium,B,Transmission,East,0
BATCH_00935,Nashik,Line_D,1160,870,817,53,39,0.35,1,Low,C,Electronics,North,0
BATCH_00936,Chakan,Line_D,1192,1038,1010,28,35,0.65,2,Low,C,Transmission,West,1
BATCH_00937,Chakan,Line_A,946,964,942,22,37,0.16,5,Medium,B,Brake,East,0
BATCH_00938,Nashik,Line_C,1223,1125,1069,56,29,0.05,10,Medium,C,Brake,West,0
BATCH_00939,Nashik,Line_C,963,754,724,30,24,0.61,9,High,A,Axle,East,1
BATCH_00940,Bangalore,Line_A,817,666,660,6,35,0.56,6,High,A,Transmission,North,1
BATCH_00941,Bangalore,Line_C,844,644,620,24,26,0.37,7,High,A,Transmission,South,1
BATCH_00942,Chakan,Line_D,1084,1020,950,70,47,0.6,3,High,C,Axle,West,1
BATCH_00943,Chakan,Line_D,1181,1161,1123,38,39,0.65,9,High,C,Brake,West,1
BATCH_00944,Bangalore,Line_D,1033,914,887,27,34,0.21,6,Low,C,Transmission,North,0
BATCH_00945,Chakan,Line_B,1212,1100,1046,54,29,0.29,2,Medium,A,Brake,North,0
BATCH_00946,Chakan,Line_C,868,910,871,39,34,0.63,10,High,B,Brake,West,1
BATCH_00947,Chakan,Line_D,1077,1086,1058,28,35,0.62,5,High,B,Brake,South,1
BATCH_00948,Chakan,Line_A,717,614,600,14,28,0.08,5,Low,C,Brake,South,0
BATCH_00949,Chakan,Line_B,872,711,667,44,37,0.59,2,High,C,Engine,South,1
BATCH_00950,Bangalore,Line_D,965,796,757,39,28,0.49,11,Medium,B,Engine,West,1
BATCH_00951,Nashik,Line_C,982,903,891,12,27,0.48,3,Low,B,Transmission,North,0
BATCH_00952,Bangalore,Line_A,896,713,681,32,32,0.27,4,Medium,B,Brake,West,0
BATCH_00953,Bangalore,Line_B,770,676,640,36,32,0.71,2,Medium,B,Axle,South,1
BATCH_00954,Nashik,Line_A,841,803,761,42,42,0.27,5,Low,A,Engine,East,0
BATCH_00955,Nashik,Line_C,1150,1202,1161,41,31,0.5,1,Low,B,Brake,East,0
BATCH_00956,Chakan,Line_C,778,572,550,22,37,0.32,4,High,B,Transmission,South,1
BATCH_00957,Nashik,Line_A,1035,861,849,12,38,0.45,11,Medium,B,Brake,West,1
BATCH_00958,Nashik,Line_D,961,835,811,24,44,0.59,4,High,B,Engine,North,1
BATCH_00959,Bangalore,Line_C,1265,965,929,36,24,0.23,6,Medium,A,Axle,East,0
BATCH_00960,Chakan,Line_D,1080,949,907,42,36,0.28,9,High,A,Electronics,South,1
BATCH_00961,Nashik,Line_D,986,784,761,23,46,0.19,3,Medium,A,Electronics,East,0
BATCH_00962,Bangalore,Line_D,961,979,934,45,34,0.67,8,Medium,A,Axle,East,1
BATCH_00963,Nashik,Line_D,969,763,744,19,36,0.27,7,Medium,A,Axle,West,0
BATCH_00964,Chakan,Line_C,955,710,668,42,28,0.06,10,Medium,C,Engine,East,0
BATCH_00965,Chakan,Line_C,961,775,737,38,30,0.14,3,Low,A,Axle,East,0
BATCH_00966,Nashik,Line_B,872,639,623,16,36,0.47,4,High,C,Axle,West,1
BATCH_00967,Nashik,Line_B,865,889,834,55,41,0.35,3,Medium,B,Electronics,East,0
BATCH_00968,Nashik,Line_A,952,895,861,34,30,0.28,11,Medium,B,Axle,East,0
BATCH_00969,Nashik,Line_B,815,604,560,44,39,0.76,1,Medium,C,Axle,South,1
BATCH_00970,Nashik,Line_A,1125,849,839,10,34,0.36,4,High,A,Transmission,North,1
BATCH_00971,Bangalore,Line_D,1294,1074,1025,49,35,0.31,6,Low,B,Engine,North,0
BATCH_00972,Bangalore,Line_C,1088,872,834,38,33,0.33,1,Low,C,Engine,West,0
BATCH_00973,Bangalore,Line_B,1222,1108,1095,13,41,0.18,1,High,B,Transmission,South,0
BATCH_00974,Chakan,Line_A,897,721,661,60,43,0.71,2,Medium,B,Engine,North,1
BATCH_00975,Bangalore,Line_D,768,744,725,19,36,0.13,10,High,A,Axle,North,1
BATCH_00976,Chakan,Line_A,792,581,529,52,39,0.39,11,Medium,C,Electronics,East,1
BATCH_00977,Nashik,Line_C,786,648,618,30,33,0.26,9,Medium,B,Brake,West,0
BATCH_00978,Bangalore,Line_B,1050,993,951,42,51,0.22,2,Low,B,Engine,West,0
BATCH_00979,Nashik,Line_B,1248,1021,974,47,40,0.04,7,Medium,C,Electronics,North,0
BATCH_00980,Nashik,Line_C,1083,797,760,37,29,0.42,6,Low,B,Electronics,West,0
BATCH_00981,Bangalore,Line_D,1275,1064,1031,33,36,0.31,11,Medium,B,Electronics,West,0
BATCH_00982,Nashik,Line_A,1193,992,968,24,27,0.01,4,High,A,Axle,East,0
BATCH_00983,Bangalore,Line_A,1100,1137,1083,54,31,0.51,6,Medium,C,Transmission,East,1
BATCH_00984,Chakan,Line_D,1208,1134,1092,42,32,0.17,10,Low,A,Transmission,West,1
BATCH_00985,Bangalore,Line_B,742,717,653,64,33,0.69,7,Medium,C,Axle,South,1
BATCH_00986,Nashik,Line_C,801,622,600,22,44,0.55,8,Medium,B,Transmission,East,1
BATCH_00987,Bangalore,Line_C,1286,933,909,24,26,0.2,1,Medium,A,Transmission,North,0
BATCH_00988,Nashik,Line_C,1252,1163,1132,31,42,0.06,5,Medium,B,Axle,East,0
BATCH_00989,Chakan,Line_A,735,722,697,25,29,0.31,6,High,B,Engine,South,1
BATCH_00990,Nashik,Line_A,1146,1192,1160,32,33,0.23,6,High,C,Transmission,West,1
BATCH_00991,Chakan,Line_C,862,893,866,27,26,0.37,2,High,B,Electronics,West,1
BATCH_00992,Nashik,Line_A,925,786,765,21,29,0.3,5,Medium,A,Transmission,West,0
BATCH_00993,Bangalore,Line_B,1270,1133,1068,65,31,0.22,10,Low,A,Electronics,South,0
BATCH_00994,Nashik,Line_A,1297,1233,1191,42,35,0.49,6,Medium,A,Transmission,South,0
BATCH_00995,Chakan,Line_A,700,724,700,24,30,0.13,9,Medium,A,Brake,West,0
BATCH_00996,Chakan,Line_C,704,673,648,25,30,0.15,10,Low,B,Transmission,South,0
BATCH_00997,Chakan,Line_D,887,889,852,37,39,0.21,4,High,B,Electronics,South,1
BATCH_00998,Bangalore,Line_C,1063,844,808,36,36,0.4,7,Medium,B,Brake,East,0
BATCH_00999,Bangalore,Line_A,1089,917,882,35,35,0.09,4,Low,C,Transmission,West,0
BATCH_01000,Nashik,Line_C,1012,788,768,20,34,0.03,5,Medium,C,Transmission,West,0
BATCH_01001,Nashik,Line_C,858,747,700,47,26,0.08,1,High,C,Electronics,North,1
BATCH_01002,Bangalore,Line_B,811,841,806,35,36,0.29,1,High,B,Brake,North,0
BATCH_01003,Nashik,Line_D,948,784,757,27,33,0.49,7,High,A,Brake,South,1
BATCH_01004,Nashik,Line_B,1053,758,729,29,35,0.34,2,High,B,Axle,East,1
BATCH_01005,Chakan,Line_C,740,558,539,19,37,0.6,6,Medium,C,Engine,North,1
BATCH_01006,Chakan,Line_A,868,774,738,36,30,0.58,6,Medium,A,Electronics,North,1
BATCH_01007,Bangalore,Line_D,1054,958,903,55,30,0.36,4,Medium,C,Electronics,North,0
BATCH_01008,Chakan,Line_A,756,601,565,36,32,0.09,4,Medium,C,Electronics,West,0
BATCH_01009,Bangalore,Line_B,971,984,957,27,35,0.24,8,Low,A,Electronics,North,0
BATCH_01010,Nashik,Line_D,1267,1008,953,55,38,0.61,6,High,A,Electronics,North,1
BATCH_01011,Bangalore,Line_D,1081,1074,1058,16,36,0.38,11,Medium,B,Transmission,East,1
BATCH_01012,Nashik,Line_B,1105,850,817,33,22,0.23,9,Medium,B,Brake,West,0
BATCH_01013,Nashik,Line_A,1059,830,810,20,46,0.36,9,Low,A,Brake,South,0
BATCH_01014,Nashik,Line_C,887,853,817,36,34,0.47,11,Low,A,Axle,South,1
BATCH_01015,Bangalore,Line_D,1258,937,922,15,34,0.62,11,Medium,A,Transmission,East,1
BATCH_01016,Nashik,Line_C,931,873,814,59,38,0.3,2,Medium,C,Electronics,North,0
BATCH_01017,Chakan,Line_D,1139,976,914,62,33,0.32,11,Medium,A,Engine,South,1
BATCH_01018,Chakan,Line_C,773,580,556,24,44,0.08,2,Medium,A,Electronics,East,0
BATCH_01019,Chakan,Line_D,897,847,805,42,33,0.17,1,Medium,C,Engine,South,0
BATCH_01020,Chakan,Line_B,727,530,506,24,42,0.23,11,Low,C,Electronics,West,0
BATCH_01021,Chakan,Line_C,1239,1046,999,47,33,0.58,1,Low,A,Engine,South,0
BATCH_01022,Bangalore,Line_C,1114,906,885,21,43,0.54,8,High,C,Axle,North,1
BATCH_01023,Nashik,Line_A,1149,1024,958,66,41,0.18,7,Medium,C,Axle,East,0
BATCH_01024,Nashik,Line_A,746,665,643,22,32,0.14,2,High,A,Axle,East,0
BATCH_01025,Chakan,Line_B,876,910,852,58,35,0.4,10,Medium,C,Brake,East,1
BATCH_01026,Chakan,Line_B,1293,1325,1275,50,28,0.36,2,High,C,Transmission,East,1
BATCH_01027,Chakan,Line_B,726,556,537,19,27,0.24,1,High,A,Axle,West,0
BATCH_01028,Nashik,Line_D,1162,941,920,21,37,0.13,5,High,A,Transmission,North,0
BATCH_01029,Nashik,Line_B,731,668,645,23,26,0.08,9,High,B,Transmission,West,1
BATCH_01030,Bangalore,Line_B,1057,859,820,39,49,0.2,8,Low,C,Brake,South,0
BATCH_01031,Chakan,Line_A,868,711,675,36,32,0.14,7,High,C,Engine,West,1
BATCH_01032,Chakan,Line_B,704,660,605,55,40,0.75,11,Low,C,Brake,West,1
BATCH_01033,Chakan,Line_B,731,664,623,41,36,0.44,9,Medium,A,Engine,West,1
BATCH_01034,Chakan,Line_C,1127,823,789,34,42,0.28,6,Medium,A,Engine,North,0
BATCH_01035,Chakan,Line_C,1167,957,897,60,41,0.47,9,High,C,Electronics,North,1
BATCH_01036,Chakan,Line_C,1253,1163,1109,54,20,0.57,3,Low,B,Electronics,South,0
BATCH_01037,Nashik,Line_B,1039,834,795,39,41,0.15,4,Medium,C,Brake,North,0
BATCH_01038,Nashik,Line_C,1067,1116,1081,35,26,0.12,5,High,C,Axle,North,1
BATCH_01039,Nashik,Line_A,986,809,800,9,37,0.53,11,Medium,B,Axle,East,1
BATCH_01040,Nashik,Line_A,1029,799,778,21,30,0.39,10,Low,A,Axle,South,0
BATCH_01041,Bangalore,Line_A,1185,1234,1189,45,31,0.47,3,Medium,C,Brake,East,1
BATCH_01042,Nashik,Line_C,762,650,606,44,29,0.36,2,Medium,C,Engine,South,0
BATCH_01043,Bangalore,Line_B,908,840,799,41,34,0.45,4,Medium,A,Transmission,East,0
BATCH_01044,Nashik,Line_B,774,711,671,40,40,0.41,1,Medium,C,Electronics,North,0
BATCH_01045,Bangalore,Line_D,1154,1023,998,25,35,0.21,7,Low,A,Transmission,East,0
BATCH_01046,Bangalore,Line_D,767,742,728,14,29,0.1,8,High,A,Transmission,South,1
BATCH_01047,Chakan,Line_D,1226,1271,1205,66,30,0.08,7,Medium,C,Transmission,South,0
BATCH_01048,Chakan,Line_B,1039,760,710,50,23,0.6,10,High,C,Engine,South,1
BATCH_01049,Bangalore,Line_D,1042,921,885,36,37,0.18,11,High,B,Engine,East,1
BATCH_01050,Bangalore,Line_D,755,593,576,17,38,0.35,1,Medium,A,Brake,West,0
BATCH_01051,Chakan,Line_A,751,579,558,21,37,0.71,11,Low,B,Axle,South,1
