batch_id,plant,line,planned_qty,actual_qty,good_qty,rejected_qty,downtime_minutes,supplier_risk_score,machine_age_years,machine_criticality,shift,part_category,supplier_region,defect_risk_flag,production_achievement_pct,rejection_rate,good_rate,downtime_per_1000_units,is_night_shift,is_high_criticality,supplier_risk_bucket
BATCH_00903,Chakan,Line_D,1033,903,875,28,25,0.12,6,High,B,Transmission,East,0,0.8741529525653436,0.031007751937984496,0.9689922480620154,27.685492801771872,0,1,Low
BATCH_00904,Bangalore,Line_B,1065,857,817,40,40,0.53,1,High,A,Electronics,East,1,0.8046948356807512,0.046674445740956826,0.9533255542590432,46.67444574095683,0,1,Medium
BATCH_00905,Bangalore,Line_C,976,708,665,43,44,0.25,9,High,C,Transmission,South,1,0.7254098360655737,0.06073446327683616,0.9392655367231638,62.14689265536723,1,1,Low
BATCH_00906,Nashik,Line_B,970,1003,960,43,34,0.63,9,Medium,B,Axle,North,1,1.0340206185567011,0.04287138584247258,0.9571286141575274,33.898305084745765,0,0,Medium
BATCH_00907,Nashik,Line_B,1079,967,908,59,34,0.44,6,Medium,A,Electronics,West,0,0.8962001853568119,0.06101344364012409,0.9389865563598759,35.160289555325754,0,0,Medium
BATCH_00908,Bangalore,Line_A,1053,979,922,57,33,0.17,6,Medium,C,Axle,East,0,0.929724596391263,0.05822267620020429,0.9417773237997957,33.70786516853933,1,0,Low
BATCH_00909,Bangalore,Line_C,745,670,630,40,25,0.17,4,Low,C,Brake,North,0,0.8993288590604027,0.05970149253731343,0.9402985074626866,37.31343283582089,1,0,Low
BATCH_00910,Bangalore,Line_B,1119,1169,1114,55,37,0.5,11,Medium,A,Engine,South,1,1.0446827524575515,0.04704875962360992,0.9529512403763901,31.65098374679213,0,0,Medium
BATCH_00911,Chakan,Line_C,709,596,568,28,44,0.37,7,Low,C,Engine,West,1,0.840620592383639,0.04697986577181208,0.9530201342281879,73.8255033557047,1,0,Medium
BATCH_00912,Chakan,Line_A,785,743,730,13,34,0.4,6,Low,C,Transmission,West,1,0.9464968152866242,0.017496635262449527,0.9825033647375505,45.76043068640646,1,0,Medium
BATCH_00913,Nashik,Line_D,973,958,938,20,46,0.33,7,Medium,B,Transmission,South,0,0.9845837615621789,0.020876826722338204,0.9791231732776617,48.01670146137787,0,0,Low
BATCH_00914,Chakan,Line_A,1120,1132,1097,35,36,0.46,2,Medium,C,Transmission,East,1,1.0107142857142857,0.030918727915194347,0.9690812720848057,31.80212014134276,1,0,Medium
BATCH_00915,Nashik,Line_B,1299,1145,1072,73,28,0.68,11,Low,A,Transmission,East,1,0.8814472671285605,0.06375545851528384,0.9362445414847161,24.45414847161572,0,0,High
BATCH_00916,Bangalore,Line_A,1297,1328,1265,63,36,0.52,5,Medium,B,Engine,East,0,1.0239013107170394,0.04743975903614458,0.9525602409638554,27.10843373493976,0,0,Medium
BATCH_00917,Nashik,Line_C,835,848,793,55,31,0.26,11,High,C,Engine,South,1,1.015568862275449,0.06485849056603774,0.9351415094339622,36.556603773584904,1,1,Low
BATCH_00918,Nashik,Line_A,845,712,696,16,35,0.44,3,Low,A,Axle,West,0,0.842603550295858,0.02247191011235955,0.9775280898876404,49.15730337078652,0,0,Medium
BATCH_00919,Bangalore,Line_D,1256,1028,1007,21,35,0.56,4,High,B,Transmission,East,1,0.8184713375796179,0.020428015564202335,0.9795719844357976,34.04669260700389,0,1,Medium
BATCH_00920,Bangalore,Line_B,923,700,688,12,25,0.48,2,High,A,Brake,North,1,0.7583965330444203,0.017142857142857144,0.9828571428571429,35.714285714285715,0,1,Medium
BATCH_00921,Bangalore,Line_C,810,649,628,21,25,0.56,6,Low,C,Axle,North,1,0.8012345679012346,0.032357473035439135,0.9676425269645609,38.52080123266564,1,0,Medium
BATCH_00922,Nashik,Line_B,1287,1312,1252,60,31,0.48,8,Medium,A,Electronics,South,1,1.0194250194250194,0.04573170731707317,0.9542682926829268,23.628048780487806,0,0,Medium
BATCH_00923,Bangalore,Line_C,1227,1219,1168,51,44,0.41,10,High,A,Axle,East,1,0.993480032599837,0.04183757178014766,0.9581624282198523,36.09515996718621,0,1,Medium
BATCH_00924,Chakan,Line_B,879,642,619,23,38,0.1,2,High,B,Brake,East,0,0.7303754266211604,0.03582554517133956,0.9641744548286605,59.190031152647975,0,1,Low
BATCH_00925,Bangalore,Line_A,1035,962,906,56,33,0.22,3,High,C,Transmission,West,1,0.9294685990338164,0.058212058212058215,0.9417879417879418,34.303534303534306,1,1,Low
BATCH_00926,Nashik,Line_C,1221,998,973,25,33,0.05,1,High,A,Axle,South,0,0.8173628173628174,0.025050100200400802,0.9749498997995992,33.06613226452906,0,1,Low
BATCH_00927,Bangalore,Line_B,879,696,662,34,36,0.64,5,Medium,B,Transmission,East,1,0.7918088737201365,0.04885057471264368,0.9511494252873564,51.724137931034484,0,0,Medium
BATCH_00928,Chakan,Line_B,1164,949,902,47,38,0.12,7,Low,C,Transmission,West,0,0.8152920962199313,0.04952581664910432,0.9504741833508957,40.04214963119073,1,0,Low
BATCH_00929,Chakan,Line_D,1210,1005,989,16,34,0.56,9,Medium,B,Brake,North,1,0.8305785123966942,0.015920398009950248,0.9840796019900497,33.83084577114428,0,0,Medium
BATCH_00930,Bangalore,Line_D,802,621,585,36,37,0.34,6,Medium,B,Engine,East,0,0.7743142144638404,0.057971014492753624,0.9420289855072463,59.58132045088567,0,0,Medium
BATCH_00931,Bangalore,Line_A,953,996,961,35,33,0.52,3,Medium,B,Axle,North,0,1.0451206715634838,0.035140562248995984,0.964859437751004,33.13253012048193,0,0,Medium
BATCH_00932,Chakan,Line_C,1286,1303,1248,55,34,0.15,6,Low,A,Axle,East,0,1.0132192846034214,0.0422102839600921,0.9577897160399079,26.093630084420568,0,0,Low
BATCH_00933,Nashik,Line_C,1145,975,932,43,42,0.62,2,High,A,Transmission,North,1,0.851528384279476,0.0441025641025641,0.9558974358974359,43.07692307692308,0,1,Medium
BATCH_00934,Nashik,Line_B,945,913,893,20,32,0.34,3,Medium,B,Transmission,East,0,0.9661375661375662,0.02190580503833516,0.9780941949616648,35.049288061336256,0,0,Medium
BATCH_00935,Nashik,Line_D,1160,870,817,53,39,0.35,1,Low,C,Electronics,North,0,0.75,0.06091954022988506,0.9390804597701149,44.827586206896555,1,0,Medium
BATCH_00936,Chakan,Line_D,1192,1038,1010,28,35,0.65,2,Low,C,Transmission,West,1,0.8708053691275168,0.02697495183044316,0.9730250481695568,33.71868978805395,1,0,Medium
BATCH_00937,Chakan,Line_A,946,964,942,22,37,0.16,5,Medium,B,Brake,East,0,1.0190274841437632,0.022821576763485476,0.9771784232365145,38.38174273858921,0,0,Low
BATCH_00938,Nashik,Line_C,1223,1125,1069,56,29,0.05,10,Medium,C,Brake,West,0,0.919869174161897,0.049777777777777775,0.9502222222222222,25.77777777777778,1,0,Low
BATCH_00939,Nashik,Line_C,963,754,724,30,24,0.61,9,High,A,Axle,East,1,0.7829698857736241,0.03978779840848806,0.9602122015915119,31.83023872679045,0,1,Medium
BATCH_00940,Bangalore,Line_A,817,666,660,6,35,0.56,6,High,A,Transmission,North,1,0.8151774785801713,0.009009009009009009,0.990990990990991,52.55255255255255,0,1,Medium
BATCH_00941,Bangalore,Line_C,844,644,620,24,26,0.37,7,High,A,Transmission,South,1,0.7630331753554502,0.037267080745341616,0.9627329192546584,40.37267080745342,0,1,Medium
BATCH_00942,Chakan,Line_D,1084,1020,950,70,47,0.6,3,High,C,Axle,West,1,0.940959409594096,0.06862745098039216,0.9313725490196079,46.07843137254902,1,1,Medium
BATCH_00943,Chakan,Line_D,1181,1161,1123,38,39,0.65,9,High,C,Brake,West,1,0.983065198983912,0.03273040482342808,0.967269595176572,33.59173126614987,1,1,Medium
BATCH_00944,Bangalore,Line_D,1033,914,887,27,34,0.21,6,Low,C,Transmission,North,0,0.8848015488867377,0.02954048140043764,0.9704595185995624,37.199124726477024,1,0,Low
BATCH_00945,Chakan,Line_B,1212,1100,1046,54,29,0.29,2,Medium,A,Brake,North,0,0.9075907590759076,0.04909090909090909,0.9509090909090909,26.36363636363636,0,0,Low
BATCH_00946,Chakan,Line_C,868,910,871,39,34,0.63,10,High,B,Brake,West,1,1.0483870967741935,0.04285714285714286,0.9571428571428572,37.362637362637365,0,1,Medium
BATCH_00947,Chakan,Line_D,1077,1086,1058,28,35,0.62,5,High,B,Brake,South,1,1.0083565459610029,0.02578268876611418,0.9742173112338858,32.22836095764272,0,1,Medium
BATCH_00948,Chakan,Line_A,717,614,600,14,28,0.08,5,Low,C,Brake,South,0,0.8563458856345886,0.02280130293159609,0.9771986970684039,45.60260586319218,1,0,Low
BATCH_00949,Chakan,Line_B,872,711,667,44,37,0.59,2,High,C,Engine,South,1,0.8153669724770642,0.06188466947960619,0.9381153305203939,52.03938115330521,1,1,Medium
BATCH_00950,Bangalore,Line_D,965,796,757,39,28,0.49,11,Medium,B,Engine,West,1,0.8248704663212435,0.048994974874371856,0.9510050251256281,35.175879396984925,0,0,Medium
BATCH_00951,Nashik,Line_C,982,903,891,12,27,0.48,3,Low,B,Transmission,North,0,0.9195519348268839,0.013289036544850499,0.9867109634551495,29.90033222591362,0,0,Medium
BATCH_00952,Bangalore,Line_A,896,713,681,32,32,0.27,4,Medium,B,Brake,West,0,0.7957589285714286,0.04488078541374474,0.9551192145862553,44.88078541374474,0,0,Low
BATCH_00953,Bangalore,Line_B,770,676,640,36,32,0.71,2,Medium,B,Axle,South,1,0.8779220779220779,0.05325443786982249,0.9467455621301775,47.337278106508876,0,0,High
BATCH_00954,Nashik,Line_A,841,803,761,42,42,0.27,5,Low,A,Engine,East,0,0.9548156956004756,0.052303860523038606,0.9476961394769614,52.3038605230386,0,0,Low
BATCH_00955,Nashik,Line_C,1150,1202,1161,41,31,0.5,1,Low,B,Brake,East,0,1.0452173913043479,0.03410981697171381,0.9658901830282862,25.790349417637273,0,0,Medium
BATCH_00956,Chakan,Line_C,778,572,550,22,37,0.32,4,High,B,Transmission,South,1,0.7352185089974294,0.038461538461538464,0.9615384615384616,64.6853146853147,0,1,Low
BATCH_00957,Nashik,Line_A,1035,861,849,12,38,0.45,11,Medium,B,Brake,West,1,0.8318840579710145,0.013937282229965157,0.9860627177700348,44.13472706155633,0,0,Medium
BATCH_00958,Nashik,Line_D,961,835,811,24,44,0.59,4,High,B,Engine,North,1,0.8688865764828304,0.02874251497005988,0.9712574850299401,52.69461077844311,0,1,Medium
BATCH_00959,Bangalore,Line_C,1265,965,929,36,24,0.23,6,Medium,A,Axle,East,0,0.7628458498023716,0.03730569948186528,0.9626943005181348,24.870466321243523,0,0,Low
BATCH_00960,Chakan,Line_D,1080,949,907,42,36,0.28,9,High,A,Electronics,South,1,0.8787037037037037,0.044257112750263436,0.9557428872497366,37.93466807165437,0,1,Low
BATCH_00961,Nashik,Line_D,986,784,761,23,46,0.19,3,Medium,A,Electronics,East,0,0.795131845841785,0.029336734693877552,0.9706632653061225,58.6734693877551,0,0,Low
BATCH_00962,Bangalore,Line_D,961,979,934,45,34,0.67,8,Medium,A,Axle,East,1,1.0187304890738813,0.045965270684371805,0.9540347293156282,34.72931562819203,0,0,High
BATCH_00963,Nashik,Line_D,969,763,744,19,36,0.27,7,Medium,A,Axle,West,0,0.7874097007223942,0.02490170380078637,0.9750982961992136,47.182175622542594,0,0,Low
BATCH_00964,Chakan,Line_C,955,710,668,42,28,0.06,10,Medium,C,Engine,East,0,0.743455497382199,0.059154929577464786,0.9408450704225352,39.43661971830986,1,0,Low
BATCH_00965,Chakan,Line_C,961,775,737,38,30,0.14,3,Low,A,Axle,East,0,0.8064516129032258,0.04903225806451613,0.9509677419354838,38.70967741935484,0,0,Low
BATCH_00966,Nashik,Line_B,872,639,623,16,36,0.47,4,High,C,Axle,West,1,0.7327981651376146,0.025039123630672927,0.974960876369327,56.33802816901408,1,1,Medium
BATCH_00967,Nashik,Line_B,865,889,834,55,41,0.35,3,Medium,B,Electronics,East,0,1.0277456647398844,0.06186726659167604,0.9381327334083239,46.11923509561305,0,0,Medium
BATCH_00968,Nashik,Line_A,952,895,861,34,30,0.28,11,Medium,B,Axle,East,0,0.9401260504201681,0.03798882681564246,0.9620111731843576,33.5195530726257,0,0,Low
BATCH_00969,Nashik,Line_B,815,604,560,44,39,0.76,1,Medium,C,Axle,South,1,0.7411042944785277,0.0728476821192053,0.9271523178807947,64.56953642384106,1,0,High
BATCH_00970,Nashik,Line_A,1125,849,839,10,34,0.36,4,High,A,Transmission,North,1,0.7546666666666667,0.011778563015312132,0.9882214369846879,40.04711425206125,0,1,Medium
BATCH_00971,Bangalore,Line_D,1294,1074,1025,49,35,0.31,6,Low,B,Engine,North,0,0.8299845440494591,0.04562383612662942,0.9543761638733705,32.588454376163874,0,0,Low
BATCH_00972,Bangalore,Line_C,1088,872,834,38,33,0.33,1,Low,C,Engine,West,0,0.8014705882352942,0.04357798165137615,0.9564220183486238,37.84403669724771,1,0,Low
BATCH_00973,Bangalore,Line_B,1222,1108,1095,13,41,0.18,1,High,B,Transmission,South,0,0.9067103109656302,0.011732851985559567,0.9882671480144405,37.00361010830325,0,1,Low
BATCH_00974,Chakan,Line_A,897,721,661,60,43,0.71,2,Medium,B,Engine,North,1,0.8037904124860646,0.08321775312066575,0.9167822468793343,59.63938973647712,0,0,High
BATCH_00975,Bangalore,Line_D,768,744,725,19,36,0.13,10,High,A,Axle,North,1,0.96875,0.025537634408602152,0.9744623655913979,48.38709677419355,0,1,Low
BATCH_00976,Chakan,Line_A,792,581,529,52,39,0.39,11,Medium,C,Electronics,East,1,0.7335858585858586,0.08950086058519793,0.9104991394148021,67.12564543889846,1,0,Medium
BATCH_00977,Nashik,Line_C,786,648,618,30,33,0.26,9,Medium,B,Brake,West,0,0.8244274809160306,0.046296296296296294,0.9537037037037037,50.925925925925924,0,0,Low
BATCH_00978,Bangalore,Line_B,1050,993,951,42,51,0.22,2,Low,B,Engine,West,0,0.9457142857142857,0.04229607250755287,0.9577039274924471,51.3595166163142,0,0,Low
BATCH_00979,Nashik,Line_B,1248,1021,974,47,40,0.04,7,Medium,C,Electronics,North,0,0.8181089743589743,0.04603330068560235,0.9539666993143977,39.17727717923605,1,0,Low
BATCH_00980,Nashik,Line_C,1083,797,760,37,29,0.42,6,Low,B,Electronics,West,0,0.7359187442289935,0.04642409033877039,0.9535759096612296,36.38644918444165,0,0,Medium
BATCH_00981,Bangalore,Line_D,1275,1064,1031,33,36,0.31,11,Medium,B,Electronics,West,0,0.8345098039215686,0.03101503759398496,0.9689849624060151,33.83458646616541,0,0,Low
BATCH_00982,Nashik,Line_A,1193,992,968,24,27,0.01,4,High,A,Axle,East,0,0.8315171835708298,0.024193548387096774,0.9758064516129032,27.217741935483872,0,1,Low
BATCH_00983,Bangalore,Line_A,1100,1137,1083,54,31,0.51,6,Medium,C,Transmission,East,1,1.0336363636363637,0.047493403693931395,0.9525065963060686,27.264731750219877,1,0,Medium
BATCH_00984,Chakan,Line_D,1208,1134,1092,42,32,0.17,10,Low,A,Transmission,West,1,0.9387417218543046,0.037037037037037035,0.9629629629629629,28.218694885361554,0,0,Low
BATCH_00985,Bangalore,Line_B,742,717,653,64,33,0.69,7,Medium,C,Axle,South,1,0.9663072776280324,0.08926080892608089,0.9107391910739191,46.02510460251046,1,0,High
BATCH_00986,Nashik,Line_C,801,622,600,22,44,0.55,8,Medium,B,Transmission,East,1,0.7765293383270911,0.03536977491961415,0.9646302250803859,70.7395498392283,0,0,Medium
BATCH_00987,Bangalore,Line_C,1286,933,909,24,26,0.2,1,Medium,A,Transmission,North,0,0.7255054432348367,0.02572347266881029,0.9742765273311897,27.867095391211144,0,0,Low
BATCH_00988,Nashik,Line_C,1252,1163,1132,31,42,0.06,5,Medium,B,Axle,East,0,0.9289137380191693,0.026655202063628546,0.9733447979363714,36.11349957007739,0,0,Low
BATCH_00989,Chakan,Line_A,735,722,697,25,29,0.31,6,High,B,Engine,South,1,0.9823129251700681,0.03462603878116344,0.9653739612188366,40.16620498614959,0,1,Low
BATCH_00990,Nashik,Line_A,1146,1192,1160,32,33,0.23,6,High,C,Transmission,West,1,1.0401396160558465,0.026845637583892617,0.9731543624161074,27.684563758389263,1,1,Low
BATCH_00991,Chakan,Line_C,862,893,866,27,26,0.37,2,High,B,Electronics,West,1,1.0359628770301623,0.030235162374020158,0.9697648376259799,29.11534154535274,0,1,Medium
BATCH_00992,Nashik,Line_A,925,786,765,21,29,0.3,5,Medium,A,Transmission,West,0,0.8497297297297297,0.026717557251908396,0.9732824427480916,36.89567430025445,0,0,Low
BATCH_00993,Bangalore,Line_B,1270,1133,1068,65,31,0.22,10,Low,A,Electronics,South,0,0.8921259842519685,0.05736981465136805,0.942630185348632,27.36098852603707,0,0,Low
BATCH_00994,Nashik,Line_A,1297,1233,1191,42,35,0.49,6,Medium,A,Transmission,South,0,0.9506553585196608,0.0340632603406326,0.9659367396593674,28.386050283860502,0,0,Medium
BATCH_00995,Chakan,Line_A,700,724,700,24,30,0.13,9,Medium,A,Brake,West,0,1.0342857142857143,0.03314917127071823,0.9668508287292817,41.43646408839779,0,0,Low
BATCH_00996,Chakan,Line_C,704,673,648,25,30,0.15,10,Low,B,Transmission,South,0,0.9559659090909091,0.03714710252600297,0.962852897473997,44.576523031203564,0,0,Low
BATCH_00997,Chakan,Line_D,887,889,852,37,39,0.21,4,High,B,Electronics,South,1,1.0022547914317925,0.04161979752530934,0.9583802024746907,43.869516310461194,0,1,Low
BATCH_00998,Bangalore,Line_C,1063,844,808,36,36,0.4,7,Medium,B,Brake,East,0,0.7939793038570084,0.04265402843601896,0.957345971563981,42.65402843601896,0,0,Medium
BATCH_00999,Bangalore,Line_A,1089,917,882,35,35,0.09,4,Low,C,Transmission,West,0,0.8420569329660239,0.03816793893129771,0.9618320610687023,38.167938931297705,1,0,Low
BATCH_01000,Nashik,Line_C,1012,788,768,20,34,0.03,5,Medium,C,Transmission,West,0,0.7786561264822134,0.025380710659898477,0.9746192893401016,43.14720812182741,1,0,Low
BATCH_01001,Nashik,Line_C,858,747,700,47,26,0.08,1,High,C,Electronics,North,1,0.8706293706293706,0.06291834002677377,0.9370816599732262,34.805890227576974,1,1,Low
BATCH_01002,Bangalore,Line_B,811,841,806,35,36,0.29,1,High,B,Brake,North,0,1.0369913686806411,0.041617122473246136,0.9583828775267539,42.80618311533888,0,1,Low
BATCH_01003,Nashik,Line_D,948,784,757,27,33,0.49,7,High,A,Brake,South,1,0.8270042194092827,0.03443877551020408,0.9655612244897959,42.09183673469388,0,1,Medium
BATCH_01004,Nashik,Line_B,1053,758,729,29,35,0.34,2,High,B,Axle,East,1,0.7198480531813866,0.03825857519788918,0.9617414248021108,46.17414248021108,0,1,Medium
BATCH_01005,Chakan,Line_C,740,558,539,19,37,0.6,6,Medium,C,Engine,North,1,0.754054054054054,0.034050179211469536,0.9659498207885304,66.30824372759857,1,0,Medium
BATCH_01006,Chakan,Line_A,868,774,738,36,30,0.58,6,Medium,A,Electronics,North,1,0.8917050691244239,0.046511627906976744,0.9534883720930233,38.75968992248062,0,0,Medium
BATCH_01007,Bangalore,Line_D,1054,958,903,55,30,0.36,4,Medium,C,Electronics,North,0,0.9089184060721063,0.05741127348643006,0.94258872651357,31.31524008350731,1,0,Medium
BATCH_01008,Chakan,Line_A,756,601,565,36,32,0.09,4,Medium,C,Electronics,West,0,0.794973544973545,0.059900166389351084,0.940099833610649,53.24459234608985,1,0,Low
BATCH_01009,Bangalore,Line_B,971,984,957,27,35,0.24,8,Low,A,Electronics,North,0,1.0133882595262615,0.027439024390243903,0.9725609756097561,35.56910569105691,0,0,Low
BATCH_01010,Nashik,Line_D,1267,1008,953,55,38,0.61,6,High,A,Electronics,North,1,0.7955801104972375,0.054563492063492064,0.9454365079365079,37.698412698412696,0,1,Medium
BATCH_01011,Bangalore,Line_D,1081,1074,1058,16,36,0.38,11,Medium,B,Transmission,East,1,0.9935245143385754,0.0148975791433892,0.9851024208566108,33.5195530726257,0,0,Medium
BATCH_01012,Nashik,Line_B,1105,850,817,33,22,0.23,9,Medium,B,Brake,West,0,0.7692307692307693,0.03882352941176471,0.9611764705882353,25.88235294117647,0,0,Low
BATCH_01013,Nashik,Line_A,1059,830,810,20,46,0.36,9,Low,A,Brake,South,0,0.7837582625118036,0.024096385542168676,0.9759036144578314,55.42168674698795,0,0,Medium
BATCH_01014,Nashik,Line_C,887,853,817,36,34,0.47,11,Low,A,Axle,South,1,0.9616685456595265,0.04220398593200469,0.9577960140679953,39.859320046893316,0,0,Medium
BATCH_01015,Bangalore,Line_D,1258,937,922,15,34,0.62,11,Medium,A,Transmission,East,1,0.7448330683624801,0.016008537886873,0.983991462113127,36.28601921024546,0,0,Medium
BATCH_01016,Nashik,Line_C,931,873,814,59,38,0.3,2,Medium,C,Electronics,North,0,0.9377013963480129,0.06758304696449026,0.9324169530355098,43.52806414662085,1,0,Low
BATCH_01017,Chakan,Line_D,1139,976,914,62,33,0.32,11,Medium,A,Engine,South,1,0.8568920105355575,0.06352459016393443,0.9364754098360656,33.81147540983606,0,0,Low
BATCH_01018,Chakan,Line_C,773,580,556,24,44,0.08,2,Medium,A,Electronics,East,0,0.7503234152652005,0.041379310344827586,0.9586206896551724,75.86206896551725,0,0,Low
BATCH_01019,Chakan,Line_D,897,847,805,42,33,0.17,1,Medium,C,Engine,South,0,0.9442586399108138,0.049586776859504134,0.9504132231404959,38.96103896103896,1,0,Low
BATCH_01020,Chakan,Line_B,727,530,506,24,42,0.23,11,Low,C,Electronics,West,0,0.7290233837689133,0.045283018867924525,0.9547169811320755,79.24528301886792,1,0,Low
BATCH_01021,Chakan,Line_C,1239,1046,999,47,33,0.58,1,Low,A,Engine,South,0,0.8442292171105731,0.044933078393881457,0.9550669216061185,31.548757170172085,0,0,Medium
BATCH_01022,Bangalore,Line_C,1114,906,885,21,43,0.54,8,High,C,Axle,North,1,0.8132854578096947,0.023178807947019868,0.9768211920529801,47.46136865342163,1,1,Medium
BATCH_01023,Nashik,Line_A,1149,1024,958,66,41,0.18,7,Medium,C,Axle,East,0,0.8912097476066144,0.064453125,0.935546875,40.0390625,1,0,Low
BATCH_01024,Nashik,Line_A,746,665,643,22,32,0.14,2,High,A,Axle,East,0,0.8914209115281502,0.03308270676691729,0.9669172932330827,48.1203007518797,0,1,Low
BATCH_01025,Chakan,Line_B,876,910,852,58,35,0.4,10,Medium,C,Brake,East,1,1.038812785388128,0.06373626373626373,0.9362637362637363,38.46153846153846,1,0,Medium
BATCH_01026,Chakan,Line_B,1293,1325,1275,50,28,0.36,2,High,C,Transmission,East,1,1.0247486465583913,0.03773584905660377,0.9622641509433962,21.132075471698116,1,1,Medium
BATCH_01027,Chakan,Line_B,726,556,537,19,27,0.24,1,High,A,Axle,West,0,0.7658402203856749,0.0341726618705036,0.9658273381294964,48.561151079136685,0,1,Low
BATCH_01028,Nashik,Line_D,1162,941,920,21,37,0.13,5,High,A,Transmission,North,0,0.8098106712564543,0.022316684378320937,0.9776833156216791,39.319872476089266,0,1,Low
BATCH_01029,Nashik,Line_B,731,668,645,23,26,0.08,9,High,B,Transmission,West,1,0.9138166894664843,0.0344311377245509,0.9655688622754491,38.92215568862275,0,1,Low
BATCH_01030,Bangalore,Line_B,1057,859,820,39,49,0.2,8,Low,C,Brake,South,0,0.8126773888363292,0.04540162980209546,0.9545983701979045,57.0430733410943,1,0,Low
BATCH_01031,Chakan,Line_A,868,711,675,36,32,0.14,7,High,C,Engine,West,1,0.8191244239631337,0.05063291139240506,0.9493670886075949,45.0070323488045,1,1,Low
BATCH_01032,Chakan,Line_B,704,660,605,55,40,0.75,11,Low,C,Brake,West,1,0.9375,0.08333333333333333,0.9166666666666666,60.6060606060606,1,0,High
BATCH_01033,Chakan,Line_B,731,664,623,41,36,0.44,9,Medium,A,Engine,West,1,0.908344733242134,0.061746987951807226,0.9382530120481928,54.21686746987952,0,0,Medium
BATCH_01034,Chakan,Line_C,1127,823,789,34,42,0.28,6,Medium,A,Engine,North,0,0.7302573203194321,0.041312272174969626,0.9586877278250304,51.032806804374246,0,0,Low
BATCH_01035,Chakan,Line_C,1167,957,897,60,41,0.47,9,High,C,Electronics,North,1,0.8200514138817481,0.06269592476489028,0.9373040752351097,42.84221525600836,1,1,Medium
BATCH_01036,Chakan,Line_C,1253,1163,1109,54,20,0.57,3,Low,B,Electronics,South,0,0.928172386272945,0.046431642304385214,0.9535683576956148,17.196904557179707,0,0,Medium
BATCH_01037,Nashik,Line_B,1039,834,795,39,41,0.15,4,Medium,C,Brake,North,0,0.8026948989412896,0.046762589928057555,0.9532374100719424,49.16067146282974,1,0,Low
BATCH_01038,Nashik,Line_C,1067,1116,1081,35,26,0.12,5,High,C,Axle,North,1,1.0459231490159324,0.03136200716845878,0.9686379928315412,23.29749103942652,1,1,Low
BATCH_01039,Nashik,Line_A,986,809,800,9,37,0.53,11,Medium,B,Axle,East,1,0.8204868154158215,0.011124845488257108,0.9888751545117429,45.735475896168104,0,0,Medium
BATCH_01040,Nashik,Line_A,1029,799,778,21,30,0.39,10,Low,A,Axle,South,0,0.7764820213799806,0.026282853566958697,0.9737171464330413,37.546933667083856,0,0,Medium
BATCH_01041,Bangalore,Line_A,1185,1234,1189,45,31,0.47,3,Medium,C,Brake,East,1,1.0413502109704642,0.03646677471636953,0.9635332252836305,25.12155591572123,1,0,Medium
BATCH_01042,Nashik,Line_C,762,650,606,44,29,0.36,2,Medium,C,Engine,South,0,0.8530183727034121,0.06769230769230769,0.9323076923076923,44.61538461538461,1,0,Medium
BATCH_01043,Bangalore,Line_B,908,840,799,41,34,0.45,4,Medium,A,Transmission,East,0,0.9251101321585903,0.04880952380952381,0.9511904761904761,40.476190476190474,0,0,Medium
BATCH_01044,Nashik,Line_B,774,711,671,40,40,0.41,1,Medium,C,Electronics,North,0,0.9186046511627907,0.05625879043600562,0.9437412095639943,56.258790436005626,1,0,Medium
BATCH_01045,Bangalore,Line_D,1154,1023,998,25,35,0.21,7,Low,A,Transmission,East,0,0.8864818024263431,0.024437927663734114,0.9755620723362659,34.21309872922777,0,0,Low
BATCH_01046,Bangalore,Line_D,767,742,728,14,29,0.1,8,High,A,Transmission,South,1,0.9674054758800521,0.018867924528301886,0.9811320754716981,39.08355795148248,0,1,Low
BATCH_01047,Chakan,Line_D,1226,1271,1205,66,30,0.08,7,Medium,C,Transmission,South,0,1.036704730831974,0.05192761605035405,0.948072383949646,23.603461841070025,1,0,Low
BATCH_01048,Chakan,Line_B,1039,760,710,50,23,0.6,10,High,C,Engine,South,1,0.7314725697786333,0.06578947368421052,0.9342105263157895,30.263157894736842,1,1,Medium
BATCH_01049,Bangalore,Line_D,1042,921,885,36,37,0.18,11,High,B,Engine,East,1,0.8838771593090211,0.03908794788273615,0.9609120521172638,40.17372421281216,0,1,Low
BATCH_01050,Bangalore,Line_D,755,593,576,17,38,0.35,1,Medium,A,Brake,West,0,0.785430463576159,0.02866779089376054,0.9713322091062394,64.08094435075886,0,0,Medium
BATCH_01051,Chakan,Line_A,751,579,558,21,37,0.71,11,Low,B,Axle,South,1,0.7709720372836218,0.03626943005181347,0.9637305699481865,63.903281519861835,0,0,High
BATCH_01052,Bangalore,Line_B,927,866,846,20,42,0.25,7,Medium,B,Axle,South,0,0.9341963322545846,0.023094688221709007,0.976905311778291,48.49884526558891,0,0,Low
BATCH_01053,Nashik,Line_A,1153,1056,1025,31,40,0.21,7,High,B,Transmission,West,1,0.9158716392020815,0.029356060606060608,0.9706439393939394,37.878787878787875,0,1,Low
BATCH_01054,Chakan,Line_C,829,716,681,35,24,0.37,2,High,C,Engine,West,1,0.8636911942098915,0.04888268156424581,0.9511173184357542,33.5195530726257,1,1,Medium
